product_id,image
1374310,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/34/98/8e5b7304-428f-41d2-9cb3-99e1356a55a6.png
1348346,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/50/1F/c76bb2a3-e8cb-4988-aff5-e1ca49ebd953.jpg
1438513,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/0B/BC/5539a616-a8a8-466e-bf79-8e22813b57ad.jpg
1324245,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/A0/93/c6c79257-5ec9-42a9-8e2e-99b9b86fdd63.jpg
1373303,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/2E/49/e1bfd227-9242-4727-bd5f-4d2cc9bddb64.jpg
1381980,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/0C/E2/c391c9f6-e309-45e4-b302-dbdb52c4326e.jpg
1344900,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/59/0F/951886b4-ce6d-4766-b0ab-96159efbe958.jpg
1289502,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/banggood/images/40/0A/3e00ed09-5d93-495a-8eec-53ed1b437726.jpg
1328745,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/F7/6A/e245683b-905d-4e61-a443-a5212c0d1f26.jpg
1344036,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/12/1A/a554bee7-0db0-4b15-84d6-6e9cf328c27a.jpg
1391729,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/8D/FB/67fdd3f8-be6c-4f5c-b65f-f4cd7b9b957b.jpg
1332865,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/73/61/4f664689-16e5-47d5-a8d3-560e37d39406.jpg
1477009,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/0D/ED/057525f1-b280-47de-9887-9e7df787c710.jpg
1207215,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/3A/8E/3998e3e3-210f-4d62-ad9b-c271c457ed67.jpg
1445732,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/10/A9/b4e8367c-7f76-411a-bdf8-65f5260067f5.jpg
1314347,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/10/E8/13196760-4450-4dd4-883a-1ec21e651594.jpg
1483967,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/E6/1D/5e0a9b33-739b-4f3b-b6d9-d722787f234a.jpg
1333217,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/C4/DB/6583b15e-46c1-4d53-9c0b-aeec4a56c660.jpg
1333214,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/F4/A9/36dc0bb7-dc13-484b-80f2-52d710c60b8b.jpg
1471888,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/27/8A/714cecf7-9a6d-40fd-a221-efa44ca686c5.jpg
1230610,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/57/D7/f08a5d74-af58-4fcf-9556-e60a6b832a5d.jpg
1215193,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/08/30/be73231a-c475-4dda-b199-74dcf28ab723.jpeg
1348293,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/35/F9/3096fda8-2575-4dd6-944b-f2d1ebbbc6d7.jpg
1365677,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/75/65/ce919e0a-07b6-4bfa-b745-610782e7aefc.jpg
1264577,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/C5/B6/6246e9e9-ebb1-4739-8ba2-a43ed7d40bd9.jpg
1429754,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/5B/2E/4dd0f19c-abc3-4b41-8002-efc4d300d929.jpg
1429043,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/9B/C3/a35c1dd3-9e55-4ca0-ba98-1b629434bb3b.jpg
1410218,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/00/62/78d93528-917e-49df-a653-9d476ecafbd2.jpg
1410699,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/34/55/81253cbf-8331-480f-8e13-4609157417ea.jpg
1294688,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/6A/A9/1038fc76-a013-41c2-aeec-2d5e8b016319.jpg
